formationErrorTarget,communicationCostA,communicationCostB,costDifferenceAminusB,relativeAdvantageO1,meaningfulO1Advantage,scenarioId,costModel
0.165470790312474,8.86443375785901,50,-41.135566242141,0.82271132484282,1,S2,C0
0.16780637422344,7.41642114495081,27.798421963647,-20.3820008186961,0.733207116769091,1,S2,C0
0.170141958134406,7.06724514085573,19.444395251644,-12.3771501107883,0.636540758949127,1,S2,C0
0.172477542045372,6.71806913676066,15.0706555175674,-8.35258638080673,0.55422847208407,1,S2,C0
0.174813125956338,6.36889313266559,12.3718949625656,-6.0030018299,0.485212802732618,1,S2,C0
0.177148709867304,6.01971712857051,10.9949937027458,-4.97527657417528,0.452503812979247,1,S2,C0
0.17948429377827,5.67054112447544,9.82327450179746,-4.15273337732203,0.422744307568943,1,S2,C0
0.181819877689236,5.32136512038037,9.18612146146051,-3.86475634108015,0.420716877878695,1,S2,C0
0.184155461600202,4.97218911628529,8.54896842112355,-3.57677930483826,0.418387240266374,1,S2,C0
0.186491045511168,4.62301311219022,7.9118153807866,-3.28880226859638,0.415682382653045,1,S2,C0
0.188826629422135,4.27383710809515,7.27466234044965,-3.0008252323545,0.412503713838218,1,S2,C0
0.191162213333101,3.92880132845432,6.63750930011269,-2.70870797165836,0.408091024687887,1,S2,C0
0.193497797244067,3.85040546898304,6.1441915185064,-2.29378604952336,0.373325935985954,1,S2,C0
0.195833381155033,3.77200960951175,5.8809499975996,-2.10894038808785,0.358605393507622,1,S2,C0
0.198168965065999,3.69361375004046,5.6177084766928,-1.92409472665234,0.342505264314654,1,S2,C0
0.200504548976965,3.61521789056917,5.35446695578601,-1.73924906521684,0.324822074648796,1,S2,C0
0.202840132887931,3.53682203109789,5.09122543487922,-1.55440340378133,0.305310268355502,1,S2,C0
0.205175716798897,3.4584261716266,4.90620125928026,-1.44777508765366,0.295090847509596,1,S2,C0
0.207511300709863,3.38003031215531,4.76265815388575,-1.38262784173044,0.290305916791946,1,S2,C0
0.209846884620829,3.30163445268403,4.61911504849125,-1.31748059580723,0.28522359412493,1,S2,C0
0.212182468531795,3.22323859321274,4.47557194309675,-1.25233334988401,0.279815265134023,1,S2,C0
0.214518052442762,3.14484273374145,4.33202883770224,-1.18718610396079,0.274048522860362,1,S2,C0
0.216853636353728,3.06644687427016,4.18848573230774,-1.12203885803758,0.267886517884678,1,S2,C0
0.219189220264694,2.98805101479888,4.04494262691324,-1.05689161211436,0.261287170078081,1,S2,C0
0.22152480417566,2.90965515532759,3.90139952151873,-0.991744366191144,0.254202206341861,1,S2,C0
0.223860388086626,2.8312592958563,3.75785641612423,-0.926597120267926,0.246575977808007,1,S2,C0
0.226195971997592,2.75286343638502,3.61431331072973,-0.86144987434471,0.238343995189168,1,S2,C0
0.228531555908558,2.67446757691373,3.47077020533522,-0.796302628421494,0.229431100681177,1,S2,C0
0.230867139819524,2.59607171744244,3.3320895877795,-0.736017870337064,0.220887779559236,1,S2,C0
0.23320272373049,2.51767585797115,3.2733816360362,-0.755705778065043,0.230863938914297,1,S2,C0
0.235538307641456,2.43927999849987,3.21467368429289,-0.775393685793023,0.241204477325847,1,S2,C0
0.237873891552422,2.36088413902858,3.15596573254958,-0.795081593521002,0.251929729566071,1,S2,C0
0.240209475463389,2.28248827955729,3.09725778080627,-0.814769501248981,0.263061572174623,1,S2,C0
0.242545059374355,2.20409242008601,3.03854982906297,-0.83445740897696,0.274623572401408,1,S2,C0
0.244880643285321,2.12569656061472,2.97984187731966,-0.85414531670494,0.286641154755915,1,S2,C0
0.247216227196287,2.04730070114343,2.92113392557635,-0.873833224432919,0.299141787640054,1,S2,C0
0.249551811107253,1.96890484167214,2.86242597383304,-0.893521132160898,0.312155192947888,1,S2,C0
0.251887395018219,1.92103928585529,2.80371802208974,-0.882678736234446,0.314824361537094,1,S2,C0
0.254222978929185,1.90325086393048,2.74501007034643,-0.841759206415943,0.306650680632917,1,S2,C0
0.256558562840151,1.88546244200568,2.68630211860312,-0.80083967659744,0.298119735323694,1,S2,C0
0.258894146751117,1.86767402008087,2.62759416685981,-0.759920146778937,0.289207578690549,1,S2,C0
0.261229730662083,1.84988559815607,2.5688862151165,-0.719000616960435,0.279888074734298,1,S2,C0
0.263565314573049,1.83209717623126,2.5101782633732,-0.678081087141932,0.270132642384817,1,S2,C0
0.265900898484016,1.81430875430646,2.46755551801916,-0.653246763712702,0.264734373327129,1,S2,C0
0.268236482394982,1.79652033238165,2.42830636669675,-0.631786034315102,0.260175586976912,1,S2,C0
0.270572066305948,1.77873191045685,2.38905721537435,-0.610325304917501,0.255467010580518,1,S2,C0
0.272907650216914,1.76094348853204,2.34980806405194,-0.5888645755199,0.250601138249768,1,S2,C0
0.27524323412788,1.74315506660724,2.31055891272954,-0.567403846122298,0.245569954090461,1,S2,C0
0.277578818038846,1.72536664468243,2.27130976140713,-0.545943116724698,0.240364888136822,1,S2,C0
0.279914401949812,1.70757822275763,2.23206061008472,-0.524482387327097,0.234976767636784,1,S2,C0
0.282249985860778,1.68978980083282,2.19281145876232,-0.503021657929496,0.229395763105605,1,S2,C0
0.284585569771744,1.67200137890802,2.15356230743991,-0.481560928531895,0.223611328480372,1,S2,C0
0.28692115368271,1.65421295698321,2.1143131561175,-0.460100199134293,0.217612134608845,1,S2,C0
0.289256737593676,1.63642453505841,2.0750640047951,-0.438639469736693,0.211385995190065,1,S2,C0
0.291592321504643,1.6186361131336,2.03581485347269,-0.417178740339092,0.204919784148086,1,S2,C0
0.293927905415609,1.6008476912088,1.99854096954501,-0.397693278336212,0.198991806721256,1,S2,C0
0.296263489326575,1.58305926928399,1.98186632173694,-0.398807052452946,0.201228028388628,1,S2,C0
0.298599073237541,1.56527084735919,1.96519167392887,-0.399920826569681,0.203502198729627,1,S2,C0
0.300934657148507,1.54748242543438,1.9485170261208,-0.401034600686415,0.205815291994043,1,S2,C0
0.303270241059473,1.52969400350958,1.93184237831272,-0.402148374803149,0.208168316068512,1,S2,C0
0.305605824970439,1.51190558158477,1.91516773050465,-0.403262148919884,0.210562313940838,1,S2,C0
0.307941408881405,1.49411715965997,1.89849308269658,-0.404375923036618,0.212998365241474,1,S2,C0
0.310276992792371,1.47632873773516,1.88181843488851,-0.405489697153352,0.215477587866959,1,S2,C0
0.312612576703337,1.45854031581035,1.86514378708044,-0.406603471270087,0.218001139690444,1,S2,C0
0.314948160614304,1.44075189388555,1.84846913927237,-0.407717245386821,0.22057022036479,1,S2,C0
