communicationBudget,formationErrorA,formationErrorB,errorDifferenceAminusB,relativeAdvantageO1,meaningfulO1Advantage,scenarioId
1.24818181818182,0.64599911621216,0.584599805122672,0.0613993110894878,-0.10502793629328,0,S3
1.36030909090909,0.616794192867908,0.557292510213512,0.0595016826543957,-0.106769212870992,0,S3
1.47243636363636,0.587589269523656,0.529985215304352,0.0576040542193037,-0.108689926729793,0,S3
1.58456363636364,0.558384346179404,0.502677920395193,0.0557064257842117,-0.110819320929029,0,S3
1.69669090909091,0.529179422835152,0.475370625486033,0.0538087973491197,-0.11319335790701,0,S3
1.80881818181818,0.4999744994909,0.448063330576873,0.0519111689140276,-0.11585676704941,0,S3
1.92094545454545,0.470769576146648,0.420756035667713,0.0500135404789356,-0.11886588958746,0,S3
2.03307272727273,0.444046278277918,0.398649131567325,0.0453971467105934,-0.113877450408861,0,S3
2.1452,0.432452614205866,0.388972848267673,0.043479765938193,-0.111780979396979,0,S3
2.25732727272727,0.420858950133815,0.379296564968022,0.0415623851657926,-0.109577541703539,0,S3
2.36945454545455,0.409265286061763,0.369620281668371,0.0396450043933922,-0.107258736491528,0,S3
2.48158181818182,0.397671621989711,0.359943998368719,0.0377276236209917,-0.104815259573642,0,S3
2.59370909090909,0.386077957917659,0.351535853260332,0.0345421046573272,-0.0982605453667533,0,S3
2.70583636363636,0.374484293845608,0.343376956112316,0.0311073377332921,-0.0905923859465897,0,S3
2.81796363636364,0.362890629773556,0.335218058964299,0.0276725708092568,-0.0825509547270661,0,S3
2.93009090909091,0.351296965701504,0.327059161816283,0.0242378038852216,-0.074108316521757,0,S3
3.04221818181818,0.339703301629452,0.318900264668266,0.0208030369611863,-0.0652336773154659,0,S3
3.15434545454545,0.328109637557401,0.31074136752025,0.0173682700371511,-0.0558930089538829,0,S3
3.26647272727273,0.316515973485349,0.302582470372233,0.0139335031131159,-0.0460486131135591,0,S3
3.3786,0.304922309413297,0.29614410835124,0.00877820106205701,-0.0296416535548486,0,S3
3.49072727272727,0.293328645341245,0.292456572403542,0.000872072937703749,-0.00298188866311554,0,S3
3.60285454545454,0.286786650850724,0.288769036455843,-0.00198238560511954,0.00686495210653471,0,S3
