seed,traceHash,stateHash,continuousHash,barrierClosed,motionAuthorized,commitReady,allAffectedReactivated,finalSuppressedCount,prematureActivationFrames,scheduledCollisionFrames,finalActiveColoringProper,routeCollisionRecipients,crossPacketStateWrites,forbiddenReads,logicalPacketCount,routedPacketCount,localOnlyPacketCount,physicalControlAttempts,physicalControlBytes,physicalControlAirtimeSec,attemptBound,integerAccountingExact,dynamicBundleEnvelopeExact,scheduleBuilt,kernelContinuousReplayExact,continuousDurationSec,firstConvergenceTimeSec,continuousAccountingExact,clockSchedulePreserved,controlDataNonOverlap,traceVersionHash,kernelVersionHash,continuousVersionHash,scheduleError
16095946,138650161469,10144442,1051688411,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095947,138991098502,10143593,1051157238,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095948,138588844785,10141086,1051732786,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095949,138730836059,10148630,1052641068,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095950,138919386576,10150320,1051244740,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095951,138579796466,10135226,1051687385,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095952,138561389004,10139404,1051858612,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095953,138681851131,10147801,1051026588,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095954,138562300826,10152824,1052030995,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095955,138616069432,10134363,1051243973,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095956,138730792128,10144456,1051400100,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095957,138856540871,10147777,1051441261,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095958,138989101567,10146947,1051142419,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095959,138635052689,10135209,1051457723,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095960,138629640396,10131000,1050970837,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095961,138872806869,10142759,1051782856,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095962,138912176553,10141097,1051574137,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095963,138754203970,10152013,1051232635,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095964,138744577926,10137706,1051550926,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095965,138698731860,10131866,1050829825,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095966,138615828680,11623476,1359263855,1,1,1,1,0,0,0,1,0,0,0,36,35,1,412,18248,0.583936,412,1,1,1,1,2.66561551038042,2.1281250699628,1,1,1,64470,68109,83997,
16095967,138720310171,10148626,1052385997,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095968,138698688205,10139418,1051583267,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095969,138875880303,10132639,1058346042,1,1,1,1,0,0,0,1,0,0,0,31,30,1,336,13176,0.421632,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095970,138793157870,10219193,1411347562,1,1,1,1,0,0,0,1,0,0,0,39,38,1,428,18056,0.577792,436,1,1,1,1,2.76158629449178,2.22409585407416,1,1,1,64470,68109,83997,
16095971,138909306899,10075462,1100654750,1,1,1,1,0,0,0,1,0,0,0,32,31,1,352,13624,0.435968,356,1,1,1,1,2.35633087019481,1.81884042977719,1,1,1,64470,68109,83997,
16095972,138608715770,10137732,1051055900,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095973,138902806922,10141076,1051526437,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095974,138746915172,10133517,1051368663,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095975,138835879094,10151153,1051795317,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095976,138499558062,10132679,1052094514,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095977,138571871072,10142750,1052078752,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095978,138845586893,12246185,1452286809,1,1,1,1,0,0,0,1,0,0,0,37,36,1,436,19144,0.612608,436,1,1,1,1,2.78112275851034,2.33321405816233,1,1,1,64470,68109,83997,
16095979,138649357843,10133523,1051873006,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095980,138834373949,10142761,1051964940,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095981,138663190858,10139390,1051544470,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095982,138551611439,10136036,1051712289,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095983,138544167608,10159567,1052443012,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095984,138523491274,10146974,1052051287,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095985,138514223064,10131857,1051427455,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095986,138411155682,11470063,1327682701,1,1,1,1,0,0,0,1,0,0,0,36,34,2,408,18184,0.581888,408,1,1,1,1,2.65068704636186,2.11319660594424,1,1,1,64470,68109,83997,
16095987,138843461752,10130156,1051947922,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095988,138846710513,10151993,1051499673,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095989,138879869721,10147798,1051045456,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095990,138609237828,10139403,1052465744,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095991,138674742266,10141909,1052628989,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095992,138471914638,10158720,1051306885,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095993,138675682834,10129335,1052368762,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095994,138383616331,10138548,1051732275,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095995,138914624843,10388922,1409808074,1,1,1,1,0,0,0,1,0,0,0,39,38,1,432,17896,0.572672,444,1,1,1,1,2.76158629449178,2.22409585407416,1,1,1,64470,68109,83997,
16095996,138900630382,10136061,1051948997,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095997,138970113006,10141923,1051297623,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095998,138577564239,10158692,1052158436,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095999,138661748864,10144440,1051050910,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096000,138801667461,10132684,1052230836,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096001,138845596583,10145240,1051493244,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096002,138769724105,10151156,1051914444,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096003,138767291388,10153676,1051432749,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096004,138590029128,12799471,1366939374,1,1,1,1,0,0,0,1,0,0,0,37,36,1,420,18416,0.589312,428,1,1,1,1,2.7104009024361,2.17291046201848,1,1,1,64470,68109,83997,
16096005,138662673082,10136044,1051971599,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096006,138844754136,10152820,1051681233,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096007,138719374483,10138541,1052035492,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096008,138760134832,10149473,1051684586,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096009,138853632785,10129332,1051665166,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096010,138469792659,10142732,1051346695,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096011,138720464978,10134352,1051513488,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096012,138777068983,10152829,1051917974,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096013,138700462851,10136038,1051708051,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096014,138928775952,11506078,1312971276,1,1,1,1,0,0,0,1,0,0,0,35,34,1,404,18072,0.578304,408,1,1,1,1,2.66049551038042,2.1230050699628,1,1,1,64470,68109,83997,
16096015,138709919136,10141083,1051468666,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096016,138758767309,11647158,1358839623,1,1,1,1,0,0,0,1,0,0,0,36,35,1,412,18248,0.583936,412,1,1,1,1,2.66561551038042,2.1281250699628,1,1,1,64470,68109,83997,
16096017,138558647948,10102340,1050783342,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096018,138650525899,10134349,1051587556,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096019,138858157376,10909613,1344947543,1,1,1,1,0,0,0,1,0,0,0,38,36,2,412,17800,0.5696,420,1,1,1,1,2.69675243841754,2.15926199799992,1,1,1,64470,68109,83997,
16096020,138807506947,10135204,1051221702,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096021,138862612904,10155332,1051769311,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096022,138825288732,10131001,1051757527,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096023,138640057707,11894773,1381338522,1,1,1,1,0,0,0,1,0,0,0,36,35,1,420,18496,0.591872,420,1,1,1,1,2.69547243841754,2.15798199799992,1,1,1,64470,68109,83997,
16096024,139120915527,10138598,1051163117,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096025,138779396534,10144441,1051094042,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096026,138837084048,10144443,1051656403,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096027,138715676303,10140261,1051841471,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096028,138860586833,12318547,1385098596,1,1,1,1,0,0,0,1,0,0,0,36,35,1,420,18376,0.588032,420,1,1,1,1,2.69547243841754,2.15798199799992,1,1,1,64470,68109,83997,
16096029,138608398203,10141065,1051066207,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096030,138773547655,10140238,1051401893,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096031,138812965996,10052419,1057442263,1,1,1,1,0,0,0,1,0,0,0,31,30,1,336,13176,0.421632,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096032,138937803374,10133536,1051603716,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096033,138814843657,10138570,1051605149,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096034,138850755765,10147792,1051436352,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096035,138854278047,10141910,1051832982,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096036,138773592574,10136910,1051748801,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096037,138847244579,10148629,1052340689,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096038,138951072767,10138557,1051429252,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096039,138658832264,14536888,1107891530,1,1,1,1,0,0,0,1,0,0,0,32,31,1,352,13864,0.443648,356,1,1,1,1,2.38124333421337,1.61598593351734,1,1,1,64470,68109,83997,
16096040,138712063554,10154522,1051997723,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096041,138867868850,10142760,1051651681,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096042,138752519971,10147806,1051078480,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096043,138532208423,10142739,1052172497,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096044,138830951215,10147799,1051027387,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096045,138735031634,10134359,1051089827,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096046,138784270511,10146124,1052448945,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096047,138683477143,10140243,1051536139,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096048,138735764553,10146968,1051418308,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096049,138734786447,10145286,1051625914,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096050,139006024267,10142760,1051935204,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096051,138936717856,10145287,1051017417,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096052,138976906969,10143602,1052208664,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096053,138783286414,10141915,1051403839,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096054,138751826351,10146949,1051638894,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096055,138644474151,12663979,1126757031,1,1,1,1,0,0,0,1,0,0,0,33,32,1,360,14152,0.452864,360,1,1,1,1,2.38124333421337,1.61598593351734,1,1,1,64470,68109,83997,
16096056,138480678777,10145249,1052082552,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096057,138771359350,10141924,1051135420,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096058,138805152268,11522075,1313041140,1,1,1,1,0,0,0,1,0,0,0,35,34,1,404,18072,0.578304,408,1,1,1,1,2.66049551038042,2.1230050699628,1,1,1,64470,68109,83997,
16096059,138655954486,10156177,1051942768,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096060,138657721147,10146119,1052107874,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096061,138762277033,10148647,1050903954,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096062,138694458715,10150311,1052077679,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096063,138665663457,10147789,1051432351,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096064,138521254438,11177384,1405491959,1,1,1,1,0,0,0,1,0,0,0,37,36,1,424,18216,0.582912,428,1,1,1,1,2.72532936645466,2.18783892603704,1,1,1,64470,68109,83997,
16096065,138656812565,10153675,1051940842,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096066,138532391558,10142737,1051330387,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096067,138813216437,10146961,1052015901,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096068,138798750507,10145275,1050788482,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096069,138691003324,10140251,1051982836,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096070,138689302605,12802669,1313551418,1,1,1,1,0,0,0,1,0,0,0,35,34,1,408,18184,0.581888,408,1,1,1,1,2.64812704636185,2.11063660594424,1,1,1,64470,68109,83997,
16096071,139014097785,10141937,1051566249,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096072,138459850655,10144427,1051432099,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096073,138646266761,10145295,1051606471,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096074,138803932453,10141943,1051270035,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096075,138734951747,10136049,1051663759,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096076,138578923187,10138577,1051478684,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096077,138891440863,10141090,1051559641,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096078,138843444103,10146966,1052202030,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096079,138779835273,11511142,1313125523,1,1,1,1,0,0,0,1,0,0,0,35,34,1,404,18072,0.578304,408,1,1,1,1,2.66049551038042,2.1230050699628,1,1,1,64470,68109,83997,
16096080,138923344188,10133515,1052031455,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096081,139069272322,10133544,1051776427,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096082,138936397650,13186761,1164690779,1,1,1,1,0,0,0,1,0,0,0,33,32,1,368,14344,0.459008,368,1,1,1,1,2.41058826225049,1.64533086155446,1,1,1,64470,68109,83997,
16096083,138457041777,10136038,1051894650,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16096084,138763620754,10141912,1051840119,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
